"Palabra clave",Dificultad,Posición,"Posición anterior","Posición de las Funciones SERP","Vol. de búsqueda","Intención de búsqueda","Funciones SERP",Competencia,CPC,URL,Tráfico,"Cuota del tráfico","Coste del tráfico"
"reloj para marcar tarjeta",16,95,95,,10,C,"Reseñas, Vídeo, Preguntas relacionadas, Resultados de compras, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/reloj-checador-que-es-y-para-que-sirve,0,0,0
"reloj para empresas",8,57,57,,10,"L, C","Resultados locales, Reseñas, Vídeo, Imágenes, Resultados de compras, Búsquedas relacionadas",1,0.55,https://www.openhr.cloud/blog/reloj-checador-que-es-y-para-que-sirve,0,0,0
"reloj digital para marcar entradas salidas personal",9,77,77,,10,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/reloj-checador-que-es-y-para-que-sirve,0,0,0
"reloj de registro de personal",11,98,98,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/reloj-checador-que-es-y-para-que-sirve,0,0,0
"reloj para marcar asistencia",6,76,76,,10,C,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Resultados de compras, Búsquedas relacionadas, Imagen",0,0,https://www.openhr.cloud/blog/reloj-checador-que-es-y-para-que-sirve,0,0,0
"reloj de marcar tarjeta",15,82,82,,10,C,"Reseñas, Vídeo, Preguntas relacionadas, Resultados de compras, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/reloj-checador-que-es-y-para-que-sirve,0,0,0
"fichajes digital",16,31,6,,480,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",1,2.36,https://www.openhr.cloud/blog/ley-fichaje-digital-obligatorio,0,0,0
"reloj empleados",10,30,30,,10,C,"Reseñas, Enlaces del sitio, Imágenes, Anuncios arriba, Resultados de compras, Búsquedas relacionadas",0.93,0,https://www.openhr.cloud/blog/reloj-checador-que-es-y-para-que-sirve,0,0,0
"entrevista de despido",8,55,55,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/entrevistas-de-salida/,0,0,0
"que es la comunicacion sincrona y asincrona",8,36,36,,10,I,"Reseñas, Imágenes, Panel de información, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/comunicacion-asincrona,0,0,0
"definicion de recursos humanos segun autores",9,2,2,,10,I,"Reseñas, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"concepto de recursos humanos segun autores",8,3,3,,10,I,"Fragmentos destacados, Reseñas, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"diferencia entre capital humano y recurso humano",6,48,48,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"recurso humano sinonimo",18,55,55,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Vistas creadas con IA",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"significado capital humano",21,48,48,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Panel de información, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"programa encuestas",51,42,42,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.51,0.93,https://www.openhr.cloud/es/software-encuestas-recursos-humanos,0,0,0
"bases para tomar decisiones",26,34,34,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/c%C3%B3mo-tomar-decisiones-basadas-en-datos,0,0,0
"toma de decisiones analisis",24,71,71,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/c%C3%B3mo-tomar-decisiones-basadas-en-datos,0,0,0
"que hacer para tomar una decision",7,1,1,"Vistas creadas con IA",10,"I, N","Fragmentos destacados, Enlaces del sitio, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/c%C3%B3mo-tomar-decisiones-basadas-en-datos,0,0,0
"requisitos para elaborar un organigrama",13,96,96,,10,I,"Fragmentos destacados, Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"programa para diseñar organigramas",21,37,37,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.86,0,https://www.openhr.cloud/es/organigrama-corporativo,0,0,0
"como plantear un organigrama",17,87,87,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas, Imagen",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"organigrama para una empresa",13,37,37,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas, Imagen",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"como realizar un organigrama para una empresa",18,45,45,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"elaboracion de un organigrama de una empresa",16,64,64,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"elaboracion de un organigrama de una empresa",16,19,19,Imágenes,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"organigrama elaboracion",17,66,66,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"modelo de organigrama estructural",18,89,89,,10,"I, N","Reseñas, Enlaces del sitio, Imágenes, Búsquedas relacionadas, Imagen",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"organigrama facil",21,39,39,,10,I,"Vídeo, Preguntas relacionadas, Imágenes, Anuncios al final, Búsquedas relacionadas",0.18,0,https://www.openhr.cloud/es/organigrama-corporativo,0,0,0
"como estructurar un organigrama",17,55,55,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas, Imagen",0.14,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"asistente para organigramas",21,72,72,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Anuncios al final, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/organigrama-corporativo,0,0,0
"como se debe hacer un organigrama",18,89,89,,10,"I, N","Reseñas, Enlaces del sitio, Imágenes, Vistas creadas con IA, Búsquedas relacionadas, Imagen",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"como se elaboran los organigramas",13,95,95,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Anuncios al final, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"como se forma un organigrama",13,69,69,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"como se forma un organigrama",13,31,31,Imágenes,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"programas para hacer organigramas online gratis",21,67,67,,10,I,"Reseñas, Vídeo, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/organigrama-corporativo,0,0,0
"como es un organigrama",22,39,39,,30,I,"Reseñas, Vídeo, Preguntas relacionadas, Encontrar resultados en, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"software para hacer organigramas gratis",21,70,70,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/organigrama-corporativo,0,0,0
"programa para hacer un organigrama de una empresa",21,52,52,,10,I,"Reseñas, Vídeo, Anuncios al final, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/organigrama-corporativo,0,0,0
"como elaborar un organigrama de una empresa",17,56,56,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",1,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"formas de organigramas",12,54,54,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"confeccion de organigramas",34,95,95,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"programa para crear organigramas en español gratis",21,90,90,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Anuncios al final, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/organigrama-corporativo,0,0,0
"imagenes de un organigrama de una empresa",11,1,1,Imágenes,10,I,"Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"organigrama de una",22,44,44,,10,I,"Reseñas, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"en que programa se puede hacer un organigrama",22,99,99,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.71,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"organigrama de una empresa de confecciones",10,61,61,,10,I,"Reseñas, Vídeo, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"organigrama simple de una empresa",13,12,12,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"que organigrama",22,43,43,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas, Imagen",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"programa de organigramas gratis",21,81,81,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/organigrama-corporativo,0,0,0
"organigrama escalar de una empresa",8,79,79,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"programa para crear organigramas en español",30,59,59,,10,"I, N","Reseñas, Enlaces del sitio, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/es/organigrama-corporativo,0,0,0
"para que se utilizan los organigramas",12,34,34,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"trabajar con organigramas",17,36,36,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"trabajar con organigramas",17,20,20,Imágenes,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"como elaborar un organigrama empresarial",17,42,42,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas, Imagen",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"para que es un organigrama",21,43,43,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"como se realiza un organigrama de una empresa",13,50,50,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Anuncios al final, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"cómo se elabora un organigrama de una empresa",17,37,37,,10,I,"Reseñas, Preguntas relacionadas, Búsquedas relacionadas, Imagen",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"estilos de organigramas",8,44,44,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.01,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"organigrama de jerarquia de una empresa",17,26,26,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"como se hace un organigrama funcional",16,83,83,,10,I,"Reseñas, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas, Imagen",0.56,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"partes de organigrama",12,31,31,,10,"I, N","Reseñas, Enlaces del sitio, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"en que consiste el organigrama",20,87,87,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"cuales son los organigramas",22,62,62,,10,"I, N","Reseñas, Enlaces del sitio, Imágenes, Panel de información, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"organigrama de",23,23,23,,20,I,"Vídeo, Preguntas relacionadas, Panel de información, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/organigrama-de-empresa,0,0,0
"administracion documental",27,42,42,,30,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Panel de información, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/gestion-documental,0,0,0
"almacenamiento documental",9,50,50,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Panel de información, Vistas creadas con IA, Búsquedas relacionadas",1,0.12,https://www.openhr.cloud/blog/gestion-documental,0,0,0
"software libre para gestion documental",16,1,1,"Vistas creadas con IA",10,I,"Reseñas, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0,0,"https://www.openhr.cloud/blog/funciones-software-de-gestion-documental-y-firma-digital#:~:text=Dropbox:%20Similar%20a%20Google%20Drive%2C%20Dropbox%20es,la%20capacidad%20de%20establecer%20permisos%20de%20acceso.",0,0,0
"ejemplos de gestion documental",10,28,28,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas, Imagen",0.05,0,https://www.openhr.cloud/blog/gestion-documental,0,0,0
"caracteristicas de la gestion documental",11,28,28,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/gestion-documental,0,0,0
"que significa gestion documental",27,37,37,,10,I,"Vídeo, Preguntas relacionadas, Vistas creadas con IA, Búsquedas relacionadas",0.05,0,https://www.openhr.cloud/blog/funciones-software-de-gestion-documental-y-firma-digital,0,0,0
"resumen de gestion documental",28,23,23,,10,I,"Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/gestion-documental,0,0,0
"manejo documental",28,44,44,,10,I,"Vídeo, Preguntas relacionadas, Imágenes, Panel de información, Vistas creadas con IA, Búsquedas relacionadas",0.28,0,https://www.openhr.cloud/blog/gestion-documental,0,0,0
"la gestión de documentos en las organizaciones",12,41,41,,10,I,"Reseñas, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/gestion-documental,0,0,0
"importancia de la gestion documental en las empresas",11,35,35,,10,I,"Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/gestion-documental,0,0,0
"importancia de la documentacion en una empresa",6,98,98,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/gestion-documental,0,0,0
"manejo de documentos en una empresa",10,1,1,"Vistas creadas con IA",10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,"https://www.openhr.cloud/blog/gestion-documental#:~:text=Qu%C3%A9%20es%20la%20gesti%C3%B3n%20documental%20de%20una%20empresa,la%20toma%20de%20decisiones%20empresariales.",0,0,0
"manejo de documentos en una empresa",10,30,30,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/gestion-documental,0,0,0
"experiencia en una empresa",18,35,35,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/experiencia-del-empleado,0,0,0
"lado rh",35,45,45,,10,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA",0,0,https://www.openhr.cloud/blog/recursos-humanos-funciones-dentro-de-la-empresa,0,0,0
"gestion de turnos",14,61,58,Reseñas,70,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.38,3.02,https://www.openhr.cloud/es/gestion-de-turnos,0,0,0
"programa para hacer turnos de trabajo",35,92,92,,30,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Anuncios al final, Vistas creadas con IA, Búsquedas relacionadas",0.88,2.25,https://www.openhr.cloud/es/gestion-de-turnos,0,0,0
"software turnos",32,33,33,,20,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.2,2.57,https://www.openhr.cloud/es/gestion-de-turnos,0,0,0
"hacer cuadrantes de trabajo",10,72,72,,50,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.77,1.69,https://www.openhr.cloud/blog/turnos-de-trabajo,0,0,0
"hacer turnos de trabajo",22,67,67,,40,I,"Reseñas, Vídeo, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0.83,2.14,https://www.openhr.cloud/blog/turnos-rotativos-ventajas-y-desventajas,0,0,0
"programa para hacer turnos rotativos",35,53,53,,10,"I, N","Reseñas, Enlaces del sitio, Preguntas relacionadas, Imágenes, Búsquedas relacionadas",0,0,https://www.openhr.cloud/blog/turnos-rotativos-ventajas-y-desventajas,0,0,0
"software gestion de turnos",22,83,83,,50,I,"Reseñas, Imágenes, Vistas creadas con IA, Búsquedas relacionadas",0.42,3.03,https://www.openhr.cloud/es/gestion-de-turnos,0,0,0
"cuadrante vacaciones excel",5,34,40,,50,I,"Reseñas, Vídeo, Imágenes, Búsquedas relacionadas",0.23,0,https://lp.openhr.cloud/es/plantilla-excel-vacaciones,0,0,0
